Date,Metric,App,Category,Platform,Value
11/25/13,Revenue,CandyBash,Games,iOS,7800
8/26/14,Revenue,CandyBash,Games,Android,7800
1/20/14,Revenue,CandyBash,Games,iOS,7810
1/27/14,Revenue,CandyBash,Games,Android,7810
8/11/14,Revenue,CandyBash,Games,iOS,7810
8/11/14,Revenue,CandyBash,Games,Android,7810
9/2/13,Revenue,CandyBash,Games,Android,7820
10/28/13,Revenue,CandyBash,Games,iOS,7820
12/10/13,Revenue,CandyBash,Games,Android,7820
1/17/14,Revenue,CandyBash,Games,Android,7820
9/1/14,Revenue,CandyBash,Games,iOS,7820
10/2/13,Revenue,CandyBash,Games,Android,7830
1/22/14,Revenue,CandyBash,Games,iOS,7830
8/17/14,Revenue,CandyBash,Games,iOS,7830
8/17/14,Revenue,CandyBash,Games,Android,7830
9/4/14,Revenue,CandyBash,Games,iOS,7830
9/8/14,Revenue,CandyBash,Games,iOS,7830
10/20/13,Revenue,CandyBash,Games,iOS,7840
8/4/14,Revenue,CandyBash,Games,iOS,7840
9/2/14,Revenue,CandyBash,Games,iOS,7840
8/25/13,Revenue,CandyBash,Games,Android,7850
9/19/13,Revenue,CandyBash,Games,Android,7850
10/19/13,Revenue,CandyBash,Games,iOS,7850
11/7/13,Revenue,CandyBash,Games,Android,7850
1/21/14,Revenue,CandyBash,Games,iOS,7850
10/15/13,Revenue,CandyBash,Games,iOS,7860
10/15/13,Revenue,CandyBash,Games,Android,7860
10/29/13,Revenue,CandyBash,Games,iOS,7860
11/30/13,Revenue,CandyBash,Games,iOS,7860
12/9/13,Revenue,CandyBash,Games,Android,7860
8/12/14,Revenue,CandyBash,Games,iOS,7860
9/3/14,Revenue,CandyBash,Games,iOS,7860
9/9/14,Revenue,CandyBash,Games,iOS,7860
10/8/13,Revenue,CandyBash,Games,Android,7870
10/14/13,Revenue,CandyBash,Games,Android,7870
11/20/13,Revenue,CandyBash,Games,Android,7870
12/1/13,Revenue,CandyBash,Games,iOS,7870
12/8/13,Revenue,CandyBash,Games,Android,7870
1/30/14,Revenue,CandyBash,Games,Android,7870
8/8/14,Revenue,CandyBash,Games,iOS,7870
8/31/14,Revenue,CandyBash,Games,iOS,7870
10/9/13,Revenue,CandyBash,Games,iOS,7880
12/14/13,Revenue,CandyBash,Games,Android,7880
12/31/13,Revenue,CandyBash,Games,Android,7880
8/5/14,Revenue,CandyBash,Games,iOS,7880
10/27/13,Revenue,CandyBash,Games,iOS,7890
12/22/13,Revenue,CandyBash,Games,Android,7890
1/19/14,Revenue,CandyBash,Games,iOS,7890
8/10/14,Revenue,CandyBash,Games,iOS,7890
8/16/14,Revenue,CandyBash,Games,iOS,7890
9/10/14,Revenue,CandyBash,Games,iOS,7890
10/6/13,Revenue,CandyBash,Games,iOS,7900
10/16/13,Revenue,CandyBash,Games,iOS,7900
11/3/13,Revenue,CandyBash,Games,Android,7900
1/18/14,Revenue,CandyBash,Games,Android,7900
9/1/14,Revenue,CandyBash,Games,Android,7900
9/11/13,Revenue,CandyBash,Games,Android,7910
10/21/13,Revenue,CandyBash,Games,iOS,7910
7/28/14,Revenue,CandyBash,Games,Android,7910
8/13/14,Revenue,CandyBash,Games,iOS,7910
8/15/14,Revenue,CandyBash,Games,iOS,7910
9/23/13,Revenue,CandyBash,Games,Android,7920
9/28/13,Revenue,CandyBash,Games,Android,7920
10/12/13,Revenue,CandyBash,Games,iOS,7920
11/10/13,Revenue,CandyBash,Games,Android,7920
8/9/14,Revenue,CandyBash,Games,iOS,7920
8/9/14,Revenue,CandyBash,Games,Android,7920
10/31/13,Revenue,CandyBash,Games,Android,7930
11/11/13,Revenue,CandyBash,Games,Android,7930
7/18/14,Revenue,CandyBash,Games,Android,7930
8/7/14,Revenue,CandyBash,Games,iOS,7930
8/18/14,Revenue,CandyBash,Games,iOS,7930
9/1/13,Revenue,CandyBash,Games,Android,7940
10/22/13,Revenue,CandyBash,Games,iOS,7940
11/29/13,Revenue,CandyBash,Games,Android,7940
8/6/14,Revenue,CandyBash,Games,iOS,7940
8/14/14,Revenue,CandyBash,Games,iOS,7940
8/30/14,Revenue,CandyBash,Games,iOS,7940
10/8/13,Revenue,CandyBash,Games,iOS,7950
10/10/13,Revenue,CandyBash,Games,iOS,7950
10/11/13,Revenue,CandyBash,Games,iOS,7950
10/14/13,Revenue,CandyBash,Games,iOS,7950
10/18/13,Revenue,CandyBash,Games,iOS,7950
12/2/13,Revenue,CandyBash,Games,iOS,7950
12/11/13,Revenue,CandyBash,Games,Android,7950
2/1/14,Revenue,CandyBash,Games,Android,7950
8/19/14,Revenue,CandyBash,Games,iOS,7950
8/30/13,Revenue,CandyBash,Games,Android,7960
10/7/13,Revenue,CandyBash,Games,iOS,7960
11/21/13,Revenue,CandyBash,Games,Android,7960
11/25/13,Revenue,CandyBash,Games,Android,7960
1/20/14,Revenue,CandyBash,Games,Android,7960
10/23/13,Revenue,CandyBash,Games,iOS,7970
10/26/13,Revenue,CandyBash,Games,iOS,7970
12/15/13,Revenue,CandyBash,Games,Android,7970
12/22/13,Revenue,CandyBash,Games,iOS,7970
1/8/14,Revenue,CandyBash,Games,Android,7970
8/10/14,Revenue,CandyBash,Games,Android,7970
9/17/13,Revenue,CandyBash,Games,Android,7980
12/21/13,Revenue,CandyBash,Games,Android,7980
12/30/13,Revenue,CandyBash,Games,Android,7980
1/18/14,Revenue,CandyBash,Games,iOS,7980
9/22/13,Revenue,CandyBash,Games,Android,7990
9/30/13,Revenue,CandyBash,Games,Android,7990
10/13/13,Revenue,CandyBash,Games,iOS,7990
10/13/13,Revenue,CandyBash,Games,Android,7990
12/3/13,Revenue,CandyBash,Games,iOS,7990
1/12/14,Revenue,CandyBash,Games,Android,7990
8/21/14,Revenue,CandyBash,Games,Android,7990
8/28/14,Revenue,CandyBash,Games,iOS,7990
8/29/14,Revenue,CandyBash,Games,iOS,7990
10/17/13,Revenue,CandyBash,Games,iOS,8000
1/21/14,Revenue,CandyBash,Games,Android,8000
11/9/13,Revenue,CandyBash,Games,Android,8010
12/23/13,Revenue,CandyBash,Games,iOS,8010
12/23/13,Revenue,CandyBash,Games,Android,8010
1/4/14,Revenue,CandyBash,Games,Android,8010
7/27/14,Revenue,CandyBash,Games,Android,8010
8/22/14,Revenue,CandyBash,Games,iOS,8010
10/11/13,Revenue,CandyBash,Games,Android,8020
11/30/13,Revenue,CandyBash,Games,Android,8020
12/4/13,Revenue,CandyBash,Games,iOS,8020
12/6/13,Revenue,CandyBash,Games,Android,8020
12/24/13,Revenue,CandyBash,Games,iOS,8020
7/31/14,Revenue,CandyBash,Games,Android,8020
8/1/14,Revenue,CandyBash,Games,Android,8020
10/10/13,Revenue,CandyBash,Games,Android,8030
8/20/14,Revenue,CandyBash,Games,iOS,8030
10/9/13,Revenue,CandyBash,Games,Android,8040
8/24/14,Revenue,CandyBash,Games,iOS,8040
8/26/14,Revenue,CandyBash,Games,iOS,8040
10/24/13,Revenue,CandyBash,Games,iOS,8050
10/25/13,Revenue,CandyBash,Games,iOS,8050
10/27/13,Revenue,CandyBash,Games,Android,8050
12/5/13,Revenue,CandyBash,Games,iOS,8050
1/16/14,Revenue,CandyBash,Games,Android,8050
12/21/13,Revenue,CandyBash,Games,iOS,8060
1/17/14,Revenue,CandyBash,Games,iOS,8060
8/23/14,Revenue,CandyBash,Games,iOS,8060
10/17/13,Revenue,CandyBash,Games,Android,8070
12/17/13,Revenue,CandyBash,Games,iOS,8070
12/17/13,Revenue,CandyBash,Games,Android,8070
12/19/13,Revenue,CandyBash,Games,iOS,8070
8/21/14,Revenue,CandyBash,Games,iOS,8070
1/15/14,Revenue,CandyBash,Games,iOS,8080
8/27/14,Revenue,CandyBash,Games,iOS,8080
8/7/14,Revenue,CandyBash,Games,Android,8090
11/13/13,Revenue,CandyBash,Games,Android,8100
12/6/13,Revenue,CandyBash,Games,iOS,8100
12/7/13,Revenue,CandyBash,Games,iOS,8100
12/20/13,Revenue,CandyBash,Games,iOS,8100
8/30/14,Revenue,CandyBash,Games,Android,8100
11/28/13,Revenue,CandyBash,Games,Android,8110
12/18/13,Revenue,CandyBash,Games,iOS,8110
12/25/13,Revenue,CandyBash,Games,iOS,8110
12/26/13,Revenue,CandyBash,Games,iOS,8110
8/2/14,Revenue,CandyBash,Games,Android,8110
8/25/14,Revenue,CandyBash,Games,iOS,8110
12/8/13,Revenue,CandyBash,Games,iOS,8120
12/16/13,Revenue,CandyBash,Games,iOS,8120
10/25/13,Revenue,CandyBash,Games,Android,8130
1/16/14,Revenue,CandyBash,Games,iOS,8140
1/28/14,Revenue,CandyBash,Games,Android,8140
9/4/14,Revenue,CandyBash,Games,Android,8140
9/16/13,Revenue,CandyBash,Games,Android,8160
12/27/13,Revenue,CandyBash,Games,iOS,8160
12/28/13,Revenue,CandyBash,Games,iOS,8170
1/6/14,Revenue,CandyBash,Games,Android,8170
1/14/14,Revenue,CandyBash,Games,iOS,8170
12/9/13,Revenue,CandyBash,Games,iOS,8180
12/29/13,Revenue,CandyBash,Games,iOS,8180
1/24/14,Revenue,CandyBash,Games,Android,8180
8/14/14,Revenue,CandyBash,Games,Android,8180
10/5/13,Revenue,CandyBash,Games,Android,8190
12/7/13,Revenue,CandyBash,Games,Android,8190
12/18/13,Revenue,CandyBash,Games,Android,8190
12/26/13,Revenue,CandyBash,Games,Android,8190
12/11/13,Revenue,CandyBash,Games,iOS,8200
12/5/13,Revenue,CandyBash,Games,Android,8210
12/14/13,Revenue,CandyBash,Games,iOS,8210
12/15/13,Revenue,CandyBash,Games,iOS,8220
12/30/13,Revenue,CandyBash,Games,iOS,8220
1/8/14,Revenue,CandyBash,Games,iOS,8220
8/23/14,Revenue,CandyBash,Games,Android,8220
12/13/13,Revenue,CandyBash,Games,iOS,8230
12/10/13,Revenue,CandyBash,Games,iOS,8240
1/3/14,Revenue,CandyBash,Games,iOS,8240
1/10/14,Revenue,CandyBash,Games,Android,8240
1/13/14,Revenue,CandyBash,Games,iOS,8250
12/12/13,Revenue,CandyBash,Games,iOS,8260
12/24/13,Revenue,CandyBash,Games,Android,8260
1/4/14,Revenue,CandyBash,Games,iOS,8260
12/2/13,Revenue,CandyBash,Games,Android,8270
8/5/14,Revenue,CandyBash,Games,Android,8270
8/19/14,Revenue,CandyBash,Games,Android,8270
8/25/14,Revenue,CandyBash,Games,Android,8270
10/6/13,Revenue,CandyBash,Games,Android,8290
10/23/13,Revenue,CandyBash,Games,Android,8290
10/26/13,Revenue,CandyBash,Games,Android,8290
12/31/13,Revenue,CandyBash,Games,iOS,8290
10/21/13,Revenue,CandyBash,Games,Android,8300
1/7/14,Revenue,CandyBash,Games,iOS,8300
1/9/14,Revenue,CandyBash,Games,iOS,8320
1/12/14,Revenue,CandyBash,Games,iOS,8320
1/5/14,Revenue,CandyBash,Games,iOS,8330
1/5/14,Revenue,CandyBash,Games,Android,8330
1/6/14,Revenue,CandyBash,Games,iOS,8330
8/22/14,Revenue,CandyBash,Games,Android,8330
1/2/14,Revenue,CandyBash,Games,iOS,8340
1/2/14,Revenue,CandyBash,Games,Android,8340
1/1/14,Revenue,CandyBash,Games,iOS,8360
8/24/14,Revenue,CandyBash,Games,Android,8360
12/13/13,Revenue,CandyBash,Games,Android,8390
1/10/14,Revenue,CandyBash,Games,iOS,8400
1/11/14,Revenue,CandyBash,Games,iOS,8420
12/19/13,Revenue,CandyBash,Games,Android,8480
8/27/14,Revenue,CandyBash,Games,Android,8490
12/28/13,Revenue,CandyBash,Games,Android,8500
12/16/13,Revenue,CandyBash,Games,Android,8530
1/1/14,Revenue,CandyBash,Games,Android,8530
12/27/13,Revenue,CandyBash,Games,Android,8570
12/29/13,Revenue,CandyBash,Games,Android,8590
1/3/14,Revenue,CandyBash,Games,Android,8650
1/9/14,Revenue,CandyBash,Games,Android,8650
1/13/14,Revenue,CandyBash,Games,Android,8670
12/12/13,Revenue,CandyBash,Games,Android,8680
1/7/14,Revenue,CandyBash,Games,Android,8720
1/11/14,Revenue,CandyBash,Games,Android,8760
8/1/13,Downloads,Crappy Birds,Games,Android,358
8/2/13,Downloads,Crappy Birds,Games,Android,413
8/3/13,Downloads,Crappy Birds,Games,Android,501
8/1/13,Downloads,Crappy Birds,Games,iOS,529
8/4/13,Downloads,Crappy Birds,Games,Android,529
8/5/13,Downloads,Crappy Birds,Games,Android,557
8/6/13,Downloads,Crappy Birds,Games,Android,601
8/2/13,Downloads,Crappy Birds,Games,iOS,624
8/7/13,Downloads,Crappy Birds,Games,Android,657
8/5/13,Downloads,Crappy Birds,Games,iOS,795
8/3/13,Downloads,Crappy Birds,Games,iOS,796
8/8/13,Downloads,Crappy Birds,Games,Android,814
8/6/13,Downloads,Crappy Birds,Games,iOS,844
8/4/13,Downloads,Crappy Birds,Games,iOS,864
8/10/13,Downloads,Crappy Birds,Games,Android,874
8/11/13,Downloads,Crappy Birds,Games,Android,935
8/7/13,Downloads,Crappy Birds,Games,iOS,939
8/12/13,Downloads,Crappy Birds,Games,Android,957
8/9/13,Downloads,Crappy Birds,Games,Android,960
8/13/13,Downloads,Crappy Birds,Games,Android,986
8/14/13,Downloads,Crappy Birds,Games,Android,1011
8/15/13,Downloads,Crappy Birds,Games,Android,1099
8/8/13,Downloads,Crappy Birds,Games,iOS,1220
8/16/13,Downloads,Crappy Birds,Games,Android,1239
8/17/13,Downloads,Crappy Birds,Games,Android,1288
8/10/13,Downloads,Crappy Birds,Games,iOS,1311
8/19/13,Downloads,Crappy Birds,Games,Android,1336
8/18/13,Downloads,Crappy Birds,Games,Android,1377
8/9/13,Downloads,Crappy Birds,Games,iOS,1452
8/20/13,Downloads,Crappy Birds,Games,Android,1459
8/11/13,Downloads,Crappy Birds,Games,iOS,1462
8/12/13,Downloads,Crappy Birds,Games,iOS,1486
8/13/13,Downloads,Crappy Birds,Games,iOS,1492
8/15/13,Downloads,Crappy Birds,Games,iOS,1570
8/14/13,Downloads,Crappy Birds,Games,iOS,1607
8/21/13,Downloads,Crappy Birds,Games,Android,1636
8/25/13,Downloads,Crappy Birds,Games,Android,1760
8/24/13,Downloads,Crappy Birds,Games,Android,1777
8/16/13,Downloads,Crappy Birds,Games,iOS,1800
8/17/13,Downloads,Crappy Birds,Games,iOS,1822
8/22/13,Downloads,Crappy Birds,Games,Android,1831
8/23/13,Downloads,Crappy Birds,Games,Android,1842
8/28/13,Downloads,Crappy Birds,Games,Android,1883
8/29/13,Downloads,Crappy Birds,Games,Android,1897
8/19/13,Downloads,Crappy Birds,Games,iOS,1922
8/31/13,Downloads,Crappy Birds,Games,Android,1977
8/26/13,Downloads,Crappy Birds,Games,Android,1997
8/27/13,Downloads,Crappy Birds,Games,Android,2007
8/30/13,Downloads,Crappy Birds,Games,Android,2057
8/18/13,Downloads,Crappy Birds,Games,iOS,2135
9/1/13,Downloads,Crappy Birds,Games,Android,2184
9/2/13,Downloads,Crappy Birds,Games,Android,2212
8/20/13,Downloads,Crappy Birds,Games,iOS,2245
9/4/13,Downloads,Crappy Birds,Games,Android,2309
9/3/13,Downloads,Crappy Birds,Games,Android,2392
8/21/13,Downloads,Crappy Birds,Games,iOS,2435
9/5/13,Downloads,Crappy Birds,Games,Android,2533
8/23/13,Downloads,Crappy Birds,Games,iOS,2543
9/6/13,Downloads,Crappy Birds,Games,Android,2584
9/7/13,Downloads,Crappy Birds,Games,Android,2589
8/25/13,Downloads,Crappy Birds,Games,iOS,2663
8/24/13,Downloads,Crappy Birds,Games,iOS,2686
9/9/13,Downloads,Crappy Birds,Games,Android,2692
9/8/13,Downloads,Crappy Birds,Games,Android,2700
9/10/13,Downloads,Crappy Birds,Games,Android,2745
8/22/13,Downloads,Crappy Birds,Games,iOS,2768
8/26/13,Downloads,Crappy Birds,Games,iOS,2825
8/29/13,Downloads,Crappy Birds,Games,iOS,2870
9/12/13,Downloads,Crappy Birds,Games,Android,2934
9/13/13,Downloads,Crappy Birds,Games,Android,2940
8/31/13,Downloads,Crappy Birds,Games,iOS,2941
8/27/13,Downloads,Crappy Birds,Games,iOS,2986
8/28/13,Downloads,Crappy Birds,Games,iOS,2993
9/11/13,Downloads,Crappy Birds,Games,Android,3010
8/30/13,Downloads,Crappy Birds,Games,iOS,3037
9/14/13,Downloads,Crappy Birds,Games,Android,3055
9/1/13,Downloads,Crappy Birds,Games,iOS,3068
9/15/13,Downloads,Crappy Birds,Games,Android,3223
9/17/13,Downloads,Crappy Birds,Games,Android,3321
9/2/13,Downloads,Crappy Birds,Games,iOS,3344
9/3/13,Downloads,Crappy Birds,Games,iOS,3384
9/26/13,Downloads,Crappy Birds,Games,Android,3498
9/20/13,Downloads,Crappy Birds,Games,Android,3499
9/16/13,Downloads,Crappy Birds,Games,Android,3503
9/18/13,Downloads,Crappy Birds,Games,Android,3571
9/4/13,Downloads,Crappy Birds,Games,iOS,3585
9/19/13,Downloads,Crappy Birds,Games,Android,3604
9/23/13,Downloads,Crappy Birds,Games,Android,3615
9/24/13,Downloads,Crappy Birds,Games,Android,3618
9/30/13,Downloads,Crappy Birds,Games,Android,3631
9/25/13,Downloads,Crappy Birds,Games,Android,3650
9/6/13,Downloads,Crappy Birds,Games,iOS,3753
9/21/13,Downloads,Crappy Birds,Games,Android,3764
10/2/13,Downloads,Crappy Birds,Games,Android,3796
9/5/13,Downloads,Crappy Birds,Games,iOS,3799
9/7/13,Downloads,Crappy Birds,Games,iOS,3819
9/29/13,Downloads,Crappy Birds,Games,Android,3822
10/4/13,Downloads,Crappy Birds,Games,Android,3835
9/22/13,Downloads,Crappy Birds,Games,Android,3844
9/27/13,Downloads,Crappy Birds,Games,Android,3858
9/28/13,Downloads,Crappy Birds,Games,Android,3868
10/5/13,Downloads,Crappy Birds,Games,Android,3885
9/8/13,Downloads,Crappy Birds,Games,iOS,3922
10/3/13,Downloads,Crappy Birds,Games,Android,3953
10/1/13,Downloads,Crappy Birds,Games,Android,4056
10/8/13,Downloads,Crappy Birds,Games,Android,4058
10/14/13,Downloads,Crappy Birds,Games,Android,4138
10/9/13,Downloads,Crappy Birds,Games,Android,4147
10/6/13,Downloads,Crappy Birds,Games,Android,4160
10/10/13,Downloads,Crappy Birds,Games,Android,4184
10/7/13,Downloads,Crappy Birds,Games,Android,4203
9/9/13,Downloads,Crappy Birds,Games,iOS,4210
9/12/13,Downloads,Crappy Birds,Games,iOS,4221
9/10/13,Downloads,Crappy Birds,Games,iOS,4223
10/12/13,Downloads,Crappy Birds,Games,Android,4224
10/13/13,Downloads,Crappy Birds,Games,Android,4269
9/11/13,Downloads,Crappy Birds,Games,iOS,4332
9/13/13,Downloads,Crappy Birds,Games,iOS,4337
10/11/13,Downloads,Crappy Birds,Games,Android,4482
10/15/13,Downloads,Crappy Birds,Games,Android,4532
9/14/13,Downloads,Crappy Birds,Games,iOS,4621
10/16/13,Downloads,Crappy Birds,Games,Android,4704
10/17/13,Downloads,Crappy Birds,Games,Android,4860
10/19/13,Downloads,Crappy Birds,Games,Android,4912
10/18/13,Downloads,Crappy Birds,Games,Android,4967
10/20/13,Downloads,Crappy Birds,Games,Android,5040
9/18/13,Downloads,Crappy Birds,Games,iOS,5052
9/17/13,Downloads,Crappy Birds,Games,iOS,5069
9/16/13,Downloads,Crappy Birds,Games,iOS,5087
9/15/13,Downloads,Crappy Birds,Games,iOS,5124
10/22/13,Downloads,Crappy Birds,Games,Android,5207
9/23/13,Downloads,Crappy Birds,Games,iOS,5242
9/19/13,Downloads,Crappy Birds,Games,iOS,5315
10/21/13,Downloads,Crappy Birds,Games,Android,5328
9/20/13,Downloads,Crappy Birds,Games,iOS,5383
9/24/13,Downloads,Crappy Birds,Games,iOS,5428
9/21/13,Downloads,Crappy Birds,Games,iOS,5467
9/25/13,Downloads,Crappy Birds,Games,iOS,5476
9/22/13,Downloads,Crappy Birds,Games,iOS,5492
9/26/13,Downloads,Crappy Birds,Games,iOS,5523
10/26/13,Downloads,Crappy Birds,Games,Android,5588
9/29/13,Downloads,Crappy Birds,Games,iOS,5593
10/1/13,Downloads,Crappy Birds,Games,iOS,5601
10/23/13,Downloads,Crappy Birds,Games,Android,5608
10/29/13,Downloads,Crappy Birds,Games,Android,5736
9/28/13,Downloads,Crappy Birds,Games,iOS,5754
10/5/13,Downloads,Crappy Birds,Games,iOS,5777
10/27/13,Downloads,Crappy Birds,Games,Android,5781
10/25/13,Downloads,Crappy Birds,Games,Android,5782
10/31/13,Downloads,Crappy Birds,Games,Android,5811
10/28/13,Downloads,Crappy Birds,Games,Android,5821
10/3/13,Downloads,Crappy Birds,Games,iOS,5831
9/27/13,Downloads,Crappy Birds,Games,iOS,5834
10/4/13,Downloads,Crappy Birds,Games,iOS,5853
10/24/13,Downloads,Crappy Birds,Games,Android,5875
11/2/13,Downloads,Crappy Birds,Games,Android,5896
9/30/13,Downloads,Crappy Birds,Games,iOS,5925
10/30/13,Downloads,Crappy Birds,Games,Android,5981
10/8/13,Downloads,Crappy Birds,Games,iOS,5986
11/3/13,Downloads,Crappy Birds,Games,Android,6045
10/7/13,Downloads,Crappy Birds,Games,iOS,6048
10/12/13,Downloads,Crappy Birds,Games,iOS,6125
10/6/13,Downloads,Crappy Birds,Games,iOS,6137
11/4/13,Downloads,Crappy Birds,Games,Android,6138
10/2/13,Downloads,Crappy Birds,Games,iOS,6194
10/9/13,Downloads,Crappy Birds,Games,iOS,6220
11/1/13,Downloads,Crappy Birds,Games,Android,6239
10/11/13,Downloads,Crappy Birds,Games,iOS,6296
11/5/13,Downloads,Crappy Birds,Games,Android,6322
11/9/13,Downloads,Crappy Birds,Games,Android,6419
11/8/13,Downloads,Crappy Birds,Games,Android,6532
10/10/13,Downloads,Crappy Birds,Games,iOS,6543
11/10/13,Downloads,Crappy Birds,Games,Android,6551
10/15/13,Downloads,Crappy Birds,Games,iOS,6571
11/11/13,Downloads,Crappy Birds,Games,Android,6572
11/7/13,Downloads,Crappy Birds,Games,Android,6618
11/6/13,Downloads,Crappy Birds,Games,Android,6670
10/13/13,Downloads,Crappy Birds,Games,iOS,6676
11/12/13,Downloads,Crappy Birds,Games,Android,6692
10/14/13,Downloads,Crappy Birds,Games,iOS,6751
11/14/13,Downloads,Crappy Birds,Games,Android,6934
11/13/13,Downloads,Crappy Birds,Games,Android,6950
11/18/13,Downloads,Crappy Birds,Games,Android,6952
10/16/13,Downloads,Crappy Birds,Games,iOS,7056
11/16/13,Downloads,Crappy Birds,Games,Android,7066
10/19/13,Downloads,Crappy Birds,Games,iOS,7122
11/15/13,Downloads,Crappy Birds,Games,Android,7139
10/17/13,Downloads,Crappy Birds,Games,iOS,7412
10/20/13,Downloads,Crappy Birds,Games,iOS,7435
10/18/13,Downloads,Crappy Birds,Games,iOS,7450
11/17/13,Downloads,Crappy Birds,Games,Android,7558
11/26/13,Downloads,Crappy Birds,Games,Android,7601
11/25/13,Downloads,Crappy Birds,Games,Android,7656
10/21/13,Downloads,Crappy Birds,Games,iOS,7668
11/30/13,Downloads,Crappy Birds,Games,Android,7708
11/28/13,Downloads,Crappy Birds,Games,Android,7734
11/22/13,Downloads,Crappy Birds,Games,Android,7801
12/1/13,Downloads,Crappy Birds,Games,Android,7835
11/21/13,Downloads,Crappy Birds,Games,Android,7845
11/27/13,Downloads,Crappy Birds,Games,Android,7849
12/8/13,Downloads,Crappy Birds,Games,Android,7865
11/19/13,Downloads,Crappy Birds,Games,Android,7868
11/20/13,Downloads,Crappy Birds,Games,Android,7941
12/9/13,Downloads,Crappy Birds,Games,Android,7952
12/2/13,Downloads,Crappy Birds,Games,Android,7980
10/23/13,Downloads,Crappy Birds,Games,iOS,8069
11/23/13,Downloads,Crappy Birds,Games,Android,8174
10/22/13,Downloads,Crappy Birds,Games,iOS,8277
12/6/13,Downloads,Crappy Birds,Games,Android,8293
11/24/13,Downloads,Crappy Birds,Games,Android,8309
10/26/13,Downloads,Crappy Birds,Games,iOS,8310
11/29/13,Downloads,Crappy Birds,Games,Android,8315
10/27/13,Downloads,Crappy Birds,Games,iOS,8382
12/4/13,Downloads,Crappy Birds,Games,Android,8510
12/7/13,Downloads,Crappy Birds,Games,Android,8518
10/24/13,Downloads,Crappy Birds,Games,iOS,8532
12/3/13,Downloads,Crappy Birds,Games,Android,8549
12/5/13,Downloads,Crappy Birds,Games,Android,8674
12/15/13,Downloads,Crappy Birds,Games,Android,8759
12/14/13,Downloads,Crappy Birds,Games,Android,8816
10/29/13,Downloads,Crappy Birds,Games,iOS,8905
12/16/13,Downloads,Crappy Birds,Games,Android,8946
12/10/13,Downloads,Crappy Birds,Games,Android,8947
10/25/13,Downloads,Crappy Birds,Games,iOS,8961
12/11/13,Downloads,Crappy Birds,Games,Android,8962
10/31/13,Downloads,Crappy Birds,Games,iOS,9022
10/30/13,Downloads,Crappy Birds,Games,iOS,9048
12/12/13,Downloads,Crappy Birds,Games,Android,9095
12/13/13,Downloads,Crappy Birds,Games,Android,9223
10/28/13,Downloads,Crappy Birds,Games,iOS,9254
12/17/13,Downloads,Crappy Birds,Games,Android,9338
12/21/13,Downloads,Crappy Birds,Games,Android,9341
11/4/13,Downloads,Crappy Birds,Games,iOS,9368
12/19/13,Downloads,Crappy Birds,Games,Android,9380
11/5/13,Downloads,Crappy Birds,Games,iOS,9402
11/2/13,Downloads,Crappy Birds,Games,iOS,9465
11/8/13,Downloads,Crappy Birds,Games,iOS,9472
11/1/13,Downloads,Crappy Birds,Games,iOS,9514
12/24/13,Downloads,Crappy Birds,Games,Android,9663
11/6/13,Downloads,Crappy Birds,Games,iOS,9761
12/23/13,Downloads,Crappy Birds,Games,Android,9762
11/7/13,Downloads,Crappy Birds,Games,iOS,9847
11/3/13,Downloads,Crappy Birds,Games,iOS,9864
11/9/13,Downloads,Crappy Birds,Games,iOS,9876
12/18/13,Downloads,Crappy Birds,Games,Android,10006
12/26/13,Downloads,Crappy Birds,Games,Android,10011
11/14/13,Downloads,Crappy Birds,Games,iOS,10055
11/10/13,Downloads,Crappy Birds,Games,iOS,10078
11/11/13,Downloads,Crappy Birds,Games,iOS,10111
12/31/13,Downloads,Crappy Birds,Games,Android,10191
11/12/13,Downloads,Crappy Birds,Games,iOS,10205
12/25/13,Downloads,Crappy Birds,Games,Android,10248
12/20/13,Downloads,Crappy Birds,Games,Android,10301
11/13/13,Downloads,Crappy Birds,Games,iOS,10341
12/22/13,Downloads,Crappy Birds,Games,Android,10532
11/15/13,Downloads,Crappy Birds,Games,iOS,10621
12/28/13,Downloads,Crappy Birds,Games,Android,10655
11/16/13,Downloads,Crappy Birds,Games,iOS,10775
11/18/13,Downloads,Crappy Birds,Games,iOS,10795
11/17/13,Downloads,Crappy Birds,Games,iOS,10797
1/6/14,Downloads,Crappy Birds,Games,Android,10825
11/19/13,Downloads,Crappy Birds,Games,iOS,10865
12/30/13,Downloads,Crappy Birds,Games,Android,10927
1/2/14,Downloads,Crappy Birds,Games,Android,10945
12/27/13,Downloads,Crappy Birds,Games,Android,10949
12/29/13,Downloads,Crappy Birds,Games,Android,11017
11/22/13,Downloads,Crappy Birds,Games,iOS,11036
1/3/14,Downloads,Crappy Birds,Games,Android,11124
11/23/13,Downloads,Crappy Birds,Games,iOS,11288
1/1/14,Downloads,Crappy Birds,Games,Android,11308
1/8/14,Downloads,Crappy Birds,Games,Android,11403
1/7/14,Downloads,Crappy Birds,Games,Android,11546
1/9/14,Downloads,Crappy Birds,Games,Android,11577
11/25/13,Downloads,Crappy Birds,Games,iOS,11582
1/11/14,Downloads,Crappy Birds,Games,Android,11636
12/1/13,Downloads,Crappy Birds,Games,iOS,11652
11/21/13,Downloads,Crappy Birds,Games,iOS,11672
11/24/13,Downloads,Crappy Birds,Games,iOS,11673
1/4/14,Downloads,Crappy Birds,Games,Android,11682
11/20/13,Downloads,Crappy Birds,Games,iOS,11722
